geo_point_2d;Geo Shape;id_local;id_osm;code_com;coordonneesxy;capacite;capacite_cargo;type_accroche;mobilier;acces;gratuit;protection;couverture;surveillance;lumiere;url_info;d_service;source;proprietaire;gestionnaire;date_maj;commentaires
47.26355519999996, -2.2421408;"{""coordinates"": [-2.2421408, 47.26355519999996], ""type"": ""Point""}";479;n8672419373;44184;[-2.2421408000000054,47.26355520000002];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27022409999995, -2.2395777;"{""coordinates"": [-2.2395777, 47.27022409999995], ""type"": ""Point""}";480;n8672419374;44184;[-2.2395777000000034,47.27022410000001];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.274679799999944, -2.20368330000001;"{""coordinates"": [-2.20368330000001, 47.274679799999944], ""type"": ""Point""}";499;n8528565554;44184;[-2.2036833000000042,47.27467980000001];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27350229999995, -2.2067988;"{""coordinates"": [-2.2067988, 47.27350229999995], ""type"": ""Point""}";504;n8528563147;44184;[-2.2067988000000063,47.27350230000001];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27279440779361, -2.237248573634365;"{""coordinates"": [-2.237248573634365, 47.27279440779361], ""type"": ""Point""}";625;;44184;[-2.2372485736343686,47.272794407793654];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.374455163169166, -2.079557290443007;"{""coordinates"": [-2.079557290443007, 47.374455163169166], ""type"": ""Point""}";642;;44013;[-2.079557290443008,47.37445516316922];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;CARENE;;2022-09-19;
47.28275098806578, -2.210125897929955;"{""coordinates"": [-2.210125897929955, 47.28275098806578], ""type"": ""Point""}";631;;44184;[-2.2101258979299545,47.28275098806583];5;;CADRE ET ROUE;RATELIER;ABONNEMENT OU INSCRIPTION PREALABLE;Faux;CONSIGNE COLLECTIVE FERMEE;Vrai;Faux;Faux;;;© CARENE;CARENE;;2024-02-23;
47.28505374788657, -2.226021444420572;"{""coordinates"": [-2.226021444420572, 47.28505374788657], ""type"": ""Point""}";539;;44184;[-2.226021444420572,47.28505374788662];2;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.39305915891177, -2.092741944145684;"{""coordinates"": [-2.092741944145684, 47.39305915891177], ""type"": ""Point""}";529;;44013;[-2.09274194414569,47.393059158911825];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.2856338593591, -2.210358866729297;"{""coordinates"": [-2.210358866729297, 47.2856338593591], ""type"": ""Point""}";653;;44184;[-2.2103588667292966,47.28563385935914];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2023-01-19;
47.29878534699524, -2.208643223822846;"{""coordinates"": [-2.208643223822846, 47.29878534699524], ""type"": ""Point""}";657;;44210;[-2.208643223822849,47.29878534699529];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2023-01-19;
47.29885028463828, -2.2077937685354;"{""coordinates"": [-2.2077937685354, 47.29885028463828], ""type"": ""Point""}";659;;44210;[-2.207793768535403,47.29885028463832];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2023-01-19;
47.276821599999955, -2.2112562;"{""coordinates"": [-2.2112562, 47.276821599999955], ""type"": ""Point""}";398;n2294941880;44184;[-2.211256200000005,47.27682159999999];2;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.30049849999996, -2.1930138;"{""coordinates"": [-2.1930138, 47.30049849999996], ""type"": ""Point""}";15;n3269103879;44184;[-2.1930138000000046,47.300498499999996];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.30228721678578, -2.202165559399174;"{""coordinates"": [-2.202165559399174, 47.30228721678578], ""type"": ""Point""}";21;n3269103440;44210;[-2.2021655593991745,47.30228721678583];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.35119549999997, -2.1787183;"{""coordinates"": [-2.1787183, 47.35119549999997], ""type"": ""Point""}";195;n8789305837;44176;[-2.1787183000000034,47.35119550000001];10;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.35212929999997, -2.17875260000001;"{""coordinates"": [-2.17875260000001, 47.35212929999997], ""type"": ""Point""}";196;n8789305838;44176;[-2.178752600000004,47.35212930000003];8;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.31963659999996, -2.30276130000001;"{""coordinates"": [-2.30276130000001, 47.31963659999996], ""type"": ""Point""}";198;n8789234763;44151;[-2.302761300000004,47.31963660000001];5;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.384239699999966, -2.2022667;"{""coordinates"": [-2.2022667, 47.384239699999966], ""type"": ""Point""}";213;n8789338664;44168;[-2.202266700000003,47.38423970000002];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.319098499999974, -2.0746593;"{""coordinates"": [-2.0746593, 47.319098499999974], ""type"": ""Point""}";217;n8791232382;44052;[-2.074659300000002,47.319098500000024];4;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.318225, -2.0756202;"{""coordinates"": [-2.0756202, 47.318225], ""type"": ""Point""}";221;n8791247886;44052;[-2.0756202000000044,47.31822499999999];5;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.32083629999997, -2.0717685;"{""coordinates"": [-2.0717685, 47.32083629999997], ""type"": ""Point""}";224;n8791232379;44052;[-2.071768500000007,47.32083630000001];12;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.39660969999996, -2.0915216;"{""coordinates"": [-2.0915216, 47.39660969999996], ""type"": ""Point""}";232;n8789439949;44013;[-2.0915216000000054,47.3966097];3;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25957489999994, -2.326474900000012;"{""coordinates"": [-2.326474900000012, 47.25957489999994], ""type"": ""Point""}";236;n8791345473;44132;[-2.3264749000000067,47.259574900000004];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.257378799999955, -2.3167932;"{""coordinates"": [-2.3167932, 47.257378799999955], ""type"": ""Point""}";238;n8791345475;44132;[-2.3167932000000047,47.257378800000005];5;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.269023399999945, -2.3430339;"{""coordinates"": [-2.3430339, 47.269023399999945], ""type"": ""Point""}";245;n8791315528;44132;[-2.3430339000000022,47.26902339999999];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26923049999994, -2.3429434;"{""coordinates"": [-2.3429434, 47.26923049999994], ""type"": ""Point""}";246;n8791315529;44132;[-2.342943400000003,47.26923049999999];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.31824489999995, -2.0743744;"{""coordinates"": [-2.0743744, 47.31824489999995], ""type"": ""Point""}";247;n8791247888;44052;[-2.0743744000000017,47.31824490000001];3;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.272813151090936, -2.19839559210184;"{""coordinates"": [-2.19839559210184, 47.272813151090936], ""type"": ""Point""}";253;n4075339594;44184;[-2.198395592101836,47.27281315109098];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27831415704189, -2.20998708380104;"{""coordinates"": [-2.20998708380104, 47.27831415704189], ""type"": ""Point""}";316;n1948749275;44184;[-2.209987083801038,47.27831415704194];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27205226788903, -2.204708465591826;"{""coordinates"": [-2.204708465591826, 47.27205226788903], ""type"": ""Point""}";276;n6173125519;44184;[-2.2047084655918234,47.27205226788908];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27177439999995, -2.2049656;"{""coordinates"": [-2.2049656, 47.27177439999995], ""type"": ""Point""}";288;n5834058112;44184;[-2.204965600000004,47.2717744];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.24950959999995, -2.328125;"{""coordinates"": [-2.328125, 47.24950959999995], ""type"": ""Point""}";298;n7783537830;44132;[-2.328125000000005,47.2495096];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.32952909999996, -2.1503006;"{""coordinates"": [-2.1503006, 47.32952909999996], ""type"": ""Point""}";301;n8521016793;44103;[-2.150300600000006,47.329529100000016];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Commune de Montoir-de-Bretagne;2022-09-19;
47.32700879999997, -2.1499965;"{""coordinates"": [-2.1499965, 47.32700879999997], ""type"": ""Point""}";304;n8520997565;44103;[-2.149996500000002,47.327008800000016];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Commune de Montoir de Bretagne;2022-09-19;
47.26522929999996, -2.3453164;"{""coordinates"": [-2.3453164, 47.26522929999996], ""type"": ""Point""}";139;n1839685428;44132;[-2.3453164000000033,47.2652293];2;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.333617599999954, -2.1562014;"{""coordinates"": [-2.1562014, 47.333617599999954], ""type"": ""Point""}";305;n8521005051;44103;[-2.1562014000000014,47.3336176];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26608489999996, -2.3403193;"{""coordinates"": [-2.3403193, 47.26608489999996], ""type"": ""Point""}";308;n7812266759;44132;[-2.340319300000003,47.26608490000001];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.29625793519888, -2.189104987663867;"{""coordinates"": [-2.189104987663867, 47.29625793519888], ""type"": ""Point""}";506;;44184;[-2.1891049876638697,47.29625793519893];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.27666439999995, -2.2175948;"{""coordinates"": [-2.2175948, 47.27666439999995], ""type"": ""Point""}";317;n8524693587;44184;[-2.2175948000000028,47.2766644];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.275575153500725, -2.198689070039708;"{""coordinates"": [-2.198689070039708, 47.275575153500725], ""type"": ""Point""}";314;n8528541997;44184;[-2.1986890700397037,47.275575153500775];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2024-08-20;
47.267757499999966, -2.3420012;"{""coordinates"": [-2.3420012, 47.267757499999966], ""type"": ""Point""}";120;n1839656297;44132;[-2.342001200000005,47.26775750000002];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26936739999995, -2.34322560000001;"{""coordinates"": [-2.34322560000001, 47.26936739999995], ""type"": ""Point""}";123;n1839656284;44132;[-2.343225600000004,47.2693674];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.293156, -2.2108635;"{""coordinates"": [-2.2108635, 47.293156], ""type"": ""Point""}";349;n1977761545;44210;[-2.2108635000000016,47.293156];6;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Vrai;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;parking du magasin Boulanger
47.27580747694722, -2.203435151636865;"{""coordinates"": [-2.203435151636865, 47.27580747694722], ""type"": ""Point""}";75;n9036805379;44184;[-2.2034351516368647,47.275807476947264];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.270663, -2.2177225;"{""coordinates"": [-2.2177225, 47.270663], ""type"": ""Point""}";355;n2080063198;44184;[-2.2177225000000047,47.270663];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26014789999995, -2.2548259;"{""coordinates"": [-2.2548259, 47.26014789999995], ""type"": ""Point""}";379;n2121192226;44184;[-2.2548259000000055,47.26014790000001];20;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27793339999996, -2.2128496;"{""coordinates"": [-2.2128496, 47.27793339999996], ""type"": ""Point""}";383;n2357410649;44184;[-2.212849600000005,47.277933399999995];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.278732384738845, -2.212776812329965;"{""coordinates"": [-2.212776812329965, 47.278732384738845], ""type"": ""Point""}";389;n2357410647;44184;[-2.212776812329963,47.278732384738916];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25278069254517, -2.259748287807727;"{""coordinates"": [-2.259748287807727, 47.25278069254517], ""type"": ""Point""}";423;;44184;[-2.259748287807727,47.252780692545215];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;© CARENE;;;2022-09-19;
47.26977965575443, -2.233260169868411;"{""coordinates"": [-2.233260169868411, 47.26977965575443], ""type"": ""Point""}";408;;44184;[-2.233260169868411,47.26977965575449];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.278590299999955, -2.2126672;"{""coordinates"": [-2.2126672, 47.278590299999955], ""type"": ""Point""}";410;n2357410655;44184;[-2.212667200000004,47.27859030000002];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27799519999995, -2.218993;"{""coordinates"": [-2.218993, 47.27799519999995], ""type"": ""Point""}";445;n8528695818;44184;[-2.2189930000000038,47.277995199999985];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Vrai;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.28013329999996, -2.2156631;"{""coordinates"": [-2.2156631, 47.28013329999996], ""type"": ""Point""}";29;n3247000544;44184;[-2.215663100000004,47.2801333];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.271344605644884, -2.206097950954778;"{""coordinates"": [-2.206097950954778, 47.271344605644884], ""type"": ""Point""}";37;n1655161161;44184;[-2.206097950954778,47.271344605644934];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26144059999994, -2.2554711;"{""coordinates"": [-2.2554711, 47.26144059999994], ""type"": ""Point""}";453;n8672419370;44184;[-2.2554711000000034,47.26144059999999];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27157279999995, -2.2290501;"{""coordinates"": [-2.2290501, 47.27157279999995], ""type"": ""Point""}";458;n8672295280;44184;[-2.229050100000003,47.271572799999994];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.260141580468904, -2.337829833599883;"{""coordinates"": [-2.337829833599883, 47.260141580468904], ""type"": ""Point""}";149;;44132;[-2.3378298335998777,47.26014158046895];18;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26093413171152, -2.336061911887839;"{""coordinates"": [-2.336061911887839, 47.26093413171152], ""type"": ""Point""}";568;;44132;[-2.3360619118878394,47.260934131711565];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26261981967945, -2.234269547234067;"{""coordinates"": [-2.234269547234067, 47.26261981967945], ""type"": ""Point""}";593;;44184;[-2.2342695472340712,47.26261981967951];14;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26504068315887, -2.22575493455045;"{""coordinates"": [-2.22575493455045, 47.26504068315887], ""type"": ""Point""}";597;;44184;[-2.2257549345504453,47.265040683158915];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.260695, -2.2604287;"{""coordinates"": [-2.2604287, 47.260695], ""type"": ""Point""}";337;n1852963593;44184;[-2.260428700000004,47.26069499999999];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.270547103717846, -2.233796131718866;"{""coordinates"": [-2.233796131718866, 47.270547103717846], ""type"": ""Point""}";603;;44184;[-2.233796131718873,47.27054710371788];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.27876418225709, -2.212556947223705;"{""coordinates"": [-2.212556947223705, 47.27876418225709], ""type"": ""Point""}";609;;44184;[-2.2125569472237,47.278764182257135];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.296243396336735, -2.194235502580162;"{""coordinates"": [-2.194235502580162, 47.296243396336735], ""type"": ""Point""}";510;;44184;[-2.194235502580169,47.29624339633678];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.27300057906572, -2.212828054787358;"{""coordinates"": [-2.212828054787358, 47.27300057906572], ""type"": ""Point""}";86;n1809222896;44184;[-2.2128280547873524,47.273000579065766];4;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.265475, -2.34541090000001;"{""coordinates"": [-2.34541090000001, 47.265475], ""type"": ""Point""}";148;n1839685417;44132;[-2.345410900000004,47.265475000000016];8;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27655549999997, -2.2038108;"{""coordinates"": [-2.2038108, 47.27655549999997], ""type"": ""Point""}";85;n1655161505;44184;[-2.203810800000002,47.276555500000015];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26766969999995, -2.2326459;"{""coordinates"": [-2.2326459, 47.26766969999995], ""type"": ""Point""}";89;n1775452901;44184;[-2.232645900000002,47.2676697];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25966449999994, -2.3387233;"{""coordinates"": [-2.3387233, 47.25966449999994], ""type"": ""Point""}";96;;44132;[-2.338723300000002,47.2596645];14;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.237758799999966, -2.2890112;"{""coordinates"": [-2.2890112, 47.237758799999966], ""type"": ""Point""}";169;n8528646710;44184;[-2.2890112000000027,47.237758800000016];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.272666199999954, -2.2227353;"{""coordinates"": [-2.2227353, 47.272666199999954], ""type"": ""Point""}";173;n8528638215;44184;[-2.2227353000000023,47.27266620000001];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.32002169999995, -2.3037394;"{""coordinates"": [-2.3037394, 47.32002169999995], ""type"": ""Point""}";220;n8789234761;44151;[-2.3037394000000027,47.320021700000005];1;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Vrai;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.293733354609756, -2.280666383474651;"{""coordinates"": [-2.280666383474651, 47.293733354609756], ""type"": ""Point""}";419;;44184;[-2.2806663834746574,47.2937333546098];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.32023223153312, -2.294684614423244;"{""coordinates"": [-2.294684614423244, 47.32023223153312], ""type"": ""Point""}";420;;44151;[-2.2946846144232422,47.32023223153318];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;© CARENE;;;2022-09-19;
47.28915379999996, -2.2198273;"{""coordinates"": [-2.2198273, 47.28915379999996], ""type"": ""Point""}";431;n2881479752;44184;[-2.219827300000004,47.28915380000001];16;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27997939999996, -2.2151605;"{""coordinates"": [-2.2151605, 47.27997939999996], ""type"": ""Point""}";482;n4875522788;44184;[-2.215160500000003,47.27997940000001];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27969039999996, -2.220645;"{""coordinates"": [-2.220645, 47.27969039999996], ""type"": ""Point""}";444;n8528695817;44184;[-2.220645000000003,47.27969040000001];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
