geo_point_2d;Geo Shape;id_local;id_osm;code_com;coordonneesxy;capacite;capacite_cargo;type_accroche;mobilier;acces;gratuit;protection;couverture;surveillance;lumiere;url_info;d_service;source;proprietaire;gestionnaire;date_maj;commentaires
47.270167099999945, -2.2166654;"{""coordinates"": [-2.2166654, 47.270167099999945], ""type"": ""Point""}";494;n8528486167;44184;[-2.216665400000007,47.270167099999995];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.35140372905957, -2.178988619013418;"{""coordinates"": [-2.178988619013418, 47.35140372905957], ""type"": ""Point""}";629;;44176;[-2.178988619013413,47.35140372905962];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.37498643293296, -2.209606595130473;"{""coordinates"": [-2.209606595130473, 47.37498643293296], ""type"": ""Point""}";630;;44168;[-2.209606595130471,47.374986432933];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.320188591631386, -2.191525349587096;"{""coordinates"": [-2.191525349587096, 47.320188591631386], ""type"": ""Point""}";640;;44210;[-2.1915253495870943,47.32018859163142];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;CARENE;;2022-09-19;
47.27697519999995, -2.2101676;"{""coordinates"": [-2.2101676, 47.27697519999995], ""type"": ""Point""}";80;n1681877407;44184;[-2.210167600000007,47.276975199999995];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.295933, -2.1917164;"{""coordinates"": [-2.1917164, 47.295933], ""type"": ""Point""}";91;n1809222892;44184;[-2.1917164000000033,47.29593299999999];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.28506534280175, -2.226311546072837;"{""coordinates"": [-2.226311546072837, 47.28506534280175], ""type"": ""Point""}";538;;44184;[-2.2263115460728375,47.28506534280179];2;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.27863269723534, -2.211141568965874;"{""coordinates"": [-2.211141568965874, 47.27863269723534], ""type"": ""Point""}";549;;44184;[-2.2111415689658735,47.278632697235395];3;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;mis à dispo par la boulangerie
47.25801969999994, -2.227535;"{""coordinates"": [-2.227535, 47.25801969999994], ""type"": ""Point""}";55;n1655161312;44184;[-2.2275350000000054,47.25801969999999];24;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25007189999995, -2.3084643;"{""coordinates"": [-2.3084643, 47.25007189999995], ""type"": ""Point""}";56;n2742227112;44132;[-2.3084643000000034,47.250071899999995];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27580389999995, -2.2057581;"{""coordinates"": [-2.2057581, 47.27580389999995], ""type"": ""Point""}";58;n1655161339;44184;[-2.205758100000004,47.27580389999999];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.247704426338586, -2.323018016910237;"{""coordinates"": [-2.323018016910237, 47.247704426338586], ""type"": ""Point""}";532;;44132;[-2.3230180169102317,47.247704426338636];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.27150465281475, -2.218053326738821;"{""coordinates"": [-2.218053326738821, 47.27150465281475], ""type"": ""Point""}";554;;44184;[-2.2180533267388283,47.27150465281479];6;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.276803399999956, -2.2110844;"{""coordinates"": [-2.2110844, 47.276803399999956], ""type"": ""Point""}";391;n2294941881;44184;[-2.211084400000004,47.276803399999984];4;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.28359789999994, -2.2192438;"{""coordinates"": [-2.2192438, 47.28359789999994], ""type"": ""Point""}";400;n2717365365;44184;[-2.219243800000005,47.283597900000004];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.283376, -2.2193511;"{""coordinates"": [-2.2193511, 47.283376], ""type"": ""Point""}";401;n2717365366;44184;[-2.2193511000000026,47.283376000000004];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.35444459999995, -2.1793287;"{""coordinates"": [-2.1793287, 47.35444459999995], ""type"": ""Point""}";190;n8789305840;44176;[-2.1793287000000015,47.35444459999999];3;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.313358, -2.3106061;"{""coordinates"": [-2.3106061, 47.313358], ""type"": ""Point""}";199;n8789262041;44151;[-2.3106061000000055,47.313357999999994];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;commune de St André des Eaux;2022-09-19;
47.31885989999996, -2.0767252;"{""coordinates"": [-2.0767252, 47.31885989999996], ""type"": ""Point""}";222;n8791247887;44052;[-2.0767252000000016,47.31885990000001];6;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25648107068266, -2.236815448403969;"{""coordinates"": [-2.236815448403969, 47.25648107068266], ""type"": ""Point""}";647;;44184;[-2.2368154484039655,47.25648107068271];8;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;2022;© CARENE;;;2023-01-20;
47.25640407435305, -2.23530495408013;"{""coordinates"": [-2.23530495408013, 47.25640407435305], ""type"": ""Point""}";648;;44184;[-2.235304954080124,47.2564040743531];4;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;2022;© CARENE;;;2023-01-20;
47.26751709999995, -2.3478614;"{""coordinates"": [-2.3478614, 47.26751709999995], ""type"": ""Point""}";228;n8791155973;44132;[-2.3478614000000047,47.267517100000006];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.24048113197651, -2.270628268987486;"{""coordinates"": [-2.270628268987486, 47.24048113197651], ""type"": ""Point""}";649;;44184;[-2.2706282689874944,47.24048113197656];14;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;2022;© CARENE;;;2023-07-04;
47.24744719999995, -2.3179753;"{""coordinates"": [-2.3179753, 47.24744719999995], ""type"": ""Point""}";62;n8791401084;44132;[-2.3179753000000036,47.24744719999999];6;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Vrai;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25740619999995, -2.333724400000013;"{""coordinates"": [-2.333724400000013, 47.25740619999995], ""type"": ""Point""}";242;n8791327437;44132;[-2.3337244000000066,47.25740619999999];18;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.31824249999997, -2.0732582;"{""coordinates"": [-2.0732582, 47.31824249999997], ""type"": ""Point""}";248;n8791247889;44052;[-2.0732582000000037,47.31824250000002];3;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26957689999994, -2.2397577;"{""coordinates"": [-2.2397577, 47.26957689999994], ""type"": ""Point""}";255;n3485778647;44184;[-2.239757700000002,47.26957689999998];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27140410603887, -2.20559247095827;"{""coordinates"": [-2.20559247095827, 47.27140410603887], ""type"": ""Point""}";266;n5834057552;44184;[-2.205592470958269,47.27140410603891];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.29472309999994, -2.1890713;"{""coordinates"": [-2.1890713, 47.29472309999994], ""type"": ""Point""}";275;n5556176593;44184;[-2.1890713000000033,47.29472309999999];7;;CADRE ET ROUE;RATELIER;ABONNEMENT OU INSCRIPTION PREALABLE;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.272434, -2.2304554;"{""coordinates"": [-2.2304554, 47.272434], ""type"": ""Point""}";281;n6172806992;44184;[-2.2304554000000034,47.272434];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27945455323537, -2.217523646145791;"{""coordinates"": [-2.217523646145791, 47.27945455323537], ""type"": ""Point""}";33;;44184;[-2.2175236461457852,47.27945455323541];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-27;
47.26679649999995, -2.3471242;"{""coordinates"": [-2.3471242, 47.26679649999995], ""type"": ""Point""}";138;n1839685427;44132;[-2.347124200000003,47.2667965];4;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27396149999996, -2.1985096;"{""coordinates"": [-2.1985096, 47.27396149999996], ""type"": ""Point""}";315;n8528541998;44184;[-2.1985096000000026,47.27396150000001];5;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27985009999995, -2.2599412;"{""coordinates"": [-2.2599412, 47.27985009999995], ""type"": ""Point""}";319;n8528581579;44184;[-2.2599412000000028,47.2798501];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.29114019999994, -2.2204657;"{""coordinates"": [-2.2204657, 47.29114019999994], ""type"": ""Point""}";322;n8528596551;44184;[-2.2204657000000037,47.291140199999994];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27369129999996, -2.2235948;"{""coordinates"": [-2.2235948, 47.27369129999996], ""type"": ""Point""}";345;n1985748095;44184;[-2.223594800000006,47.27369130000001];8;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.28283759999996, -2.218952600000012;"{""coordinates"": [-2.218952600000012, 47.28283759999996], ""type"": ""Point""}";363;n2005509406;44184;[-2.2189526000000046,47.2828376];4;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.268956, -2.3429339;"{""coordinates"": [-2.3429339, 47.268956], ""type"": ""Point""}";380;n2121196531;44132;[-2.3429339000000047,47.26895600000002];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.28384869999995, -2.2335559;"{""coordinates"": [-2.2335559, 47.28384869999995], ""type"": ""Point""}";8;n2787080696;44184;[-2.2335559000000043,47.2838487];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27699079999995, -2.2126214;"{""coordinates"": [-2.2126214, 47.27699079999995], ""type"": ""Point""}";397;n2294941879;44184;[-2.2126214000000046,47.27699080000001];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.276407499999955, -2.2112991;"{""coordinates"": [-2.2112991, 47.276407499999955], ""type"": ""Point""}";448;n8528686212;44184;[-2.211299100000004,47.276407500000005];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27195879999995, -2.2069619;"{""coordinates"": [-2.2069619, 47.27195879999995], ""type"": ""Point""}";113;n1836885227;44184;[-2.2069619000000036,47.27195879999999];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25961489999996, -2.2568457;"{""coordinates"": [-2.2568457, 47.25961489999996], ""type"": ""Point""}";454;n8672295284;44184;[-2.2568457000000044,47.2596149];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.25552119999997, -2.2621754;"{""coordinates"": [-2.2621754, 47.25552119999997], ""type"": ""Point""}";461;n8672295283;44184;[-2.2621754000000056,47.25552120000001];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.277927199999944, -2.215393;"{""coordinates"": [-2.215393, 47.277927199999944], ""type"": ""Point""}";467;n8676233759;44184;[-2.2153930000000033,47.27792720000001];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.28259119999994, -2.2114283;"{""coordinates"": [-2.2114283, 47.28259119999994], ""type"": ""Point""}";470;n8676230149;44184;[-2.2114283000000032,47.282591199999985];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27233739194405, -2.209939014907491;"{""coordinates"": [-2.209939014907491, 47.27233739194405], ""type"": ""Point""}";488;n8528486169;44184;[-2.209939014907492,47.2723373919441];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.26011454539946, -2.337032770196061;"{""coordinates"": [-2.337032770196061, 47.26011454539946], ""type"": ""Point""}";570;;44132;[-2.337032770196064,47.26011454539952];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.259740541898054, -2.338103284392919;"{""coordinates"": [-2.338103284392919, 47.259740541898054], ""type"": ""Point""}";572;;44132;[-2.3381032843929135,47.2597405418981];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26131291699502, -2.342222309609897;"{""coordinates"": [-2.342222309609897, 47.26131291699502], ""type"": ""Point""}";575;;44132;[-2.342222309609899,47.26131291699505];6;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26793518913882, -2.345156443026351;"{""coordinates"": [-2.345156443026351, 47.26793518913882], ""type"": ""Point""}";579;;44132;[-2.345156443026351,47.26793518913885];5;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.27062077163881, -2.345377658074234;"{""coordinates"": [-2.345377658074234, 47.27062077163881], ""type"": ""Point""}";583;;44132;[-2.3453776580742307,47.27062077163886];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;streetpod
47.28108329999995, -2.2163776;"{""coordinates"": [-2.2163776, 47.28108329999995], ""type"": ""Point""}";18;n3309544272;44184;[-2.216377600000005,47.2810833];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27291819201054, -2.232038163071822;"{""coordinates"": [-2.232038163071822, 47.27291819201054], ""type"": ""Point""}";604;;44184;[-2.232038163071826,47.27291819201059];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.28562113867772, -2.213720819245884;"{""coordinates"": [-2.213720819245884, 47.28562113867772], ""type"": ""Point""}";617;;44184;[-2.2137208192458893,47.28562113867777];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.296099148029626, -2.191468044522469;"{""coordinates"": [-2.191468044522469, 47.296099148029626], ""type"": ""Point""}";509;n1654253625;44184;[-2.1914680445224657,47.29609914802968];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.447284799999956, -2.2410824;"{""coordinates"": [-2.2410824, 47.447284799999956], ""type"": ""Point""}";212;n8789359964;44030;[-2.2410824000000034,47.44728480000002];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27853859999995, -2.2122721;"{""coordinates"": [-2.2122721, 47.27853859999995], ""type"": ""Point""}";67;n1655161257;44184;[-2.212272100000002,47.2785386];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.44700649999997, -2.2407396;"{""coordinates"": [-2.2407396, 47.44700649999997], ""type"": ""Point""}";206;n8789359966;44030;[-2.2407396000000044,47.44700650000002];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.30234209999995, -2.2098469;"{""coordinates"": [-2.2098469, 47.30234209999995], ""type"": ""Point""}";346;n1977761540;44210;[-2.209846900000003,47.30234209999999];5;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© les contributeurs d’OpenStreetMap;;;2022-09-19;à vérifier
47.27568709999995, -2.217832;"{""coordinates"": [-2.217832, 47.27568709999995], ""type"": ""Point""}";351;n8528508698;44184;[-2.2178320000000036,47.27568710000001];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.28230489999996, -2.2074396;"{""coordinates"": [-2.2074396, 47.28230489999996], ""type"": ""Point""}";359;n2015705215;44184;[-2.2074396000000047,47.282304900000014];4;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.282414, -2.20824370000001;"{""coordinates"": [-2.20824370000001, 47.282414], ""type"": ""Point""}";360;n2015705221;44184;[-2.208243700000004,47.28241400000001];4;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27421639999995, -2.2139584;"{""coordinates"": [-2.2139584, 47.27421639999995], ""type"": ""Point""}";114;n1826542872;44184;[-2.2139584000000037,47.2742164];22;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.28426789999997, -2.2108352;"{""coordinates"": [-2.2108352, 47.28426789999997], ""type"": ""Point""}";117;n1833314248;44184;[-2.210835200000004,47.28426790000001];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.285769, -2.2126886;"{""coordinates"": [-2.2126886, 47.285769], ""type"": ""Point""}";112;n1833314252;44184;[-2.212688600000006,47.285769000000016];22;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.23810069999994, -2.2845669;"{""coordinates"": [-2.2845669, 47.23810069999994], ""type"": ""Point""}";170;n8528646711;44184;[-2.2845669000000046,47.23810069999998];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.247602637761176, -2.323135876647861;"{""coordinates"": [-2.323135876647861, 47.247602637761176], ""type"": ""Point""}";311;n7790915483;44132;[-2.3231358766478554,47.24760263776122];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26702109999996, -2.2517558;"{""coordinates"": [-2.2517558, 47.26702109999996], ""type"": ""Point""}";371;n2292870763;44184;[-2.251755800000004,47.26702110000001];8;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27258649999996, -2.2177063;"{""coordinates"": [-2.2177063, 47.27258649999996], ""type"": ""Point""}";483;n8528508699;44184;[-2.2177063000000024,47.272586499999996];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
